FacilityID,Name,FacilityType,Town,State,Latitude,Longitude,OpeningHours,Parking,ParkingAccessible,Accessible,BabyChange,BabyCareRoom,DumpPoint,Shower,DrinkingWater,MLAK24,PaymentRequired,Is_24_Hour
65045,Goonyella Road Dump Point,Car park,Moranbah,QLD,-21.99658086,148.03265012,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
65046,Ability WA Murdoch Hub,Other,Murdoch,WA,-32.0682606,115.8470335,OPEN: Mon-Fri 8:30am-4:30pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
65049,Carlingford Court,Shopping centre,Carlingford,NSW,-33.77653995,151.05265529,OPEN: 8am-8pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65050,Beaumaris Arts Group Studio,Community building,Beaumaris,VIC,-37.9831113,145.0336622,"OPEN: Nov-Apr 6am-8pm, May-Oct 6am-7pm",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65051,2nd World War Memorial Aquatic Centre (Southside Pool),Swimming pool,Wandal,QLD,-23.3674494,150.502387,OPEN: Variable hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
65052,Old Reynella Bus Interchange,Bus station,Old Reynella,SA,-35.095112,138.53837961,OPEN: Daylight hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65053,Alma Treloar Reserve,Car park,Cockatoo,VIC,-37.93835869,145.49143279,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65054,Wyee Point Reserve,Park or reserve,Wyee Point,NSW,-33.14135268,151.52418895,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65055,Narromine Swimming Pool,Swimming pool,Narromine,NSW,-32.23386496,148.2419108,OPEN: 24 hours,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65056,Longreach Dump Point,Car park,Longreach,QLD,-23.4403223,144.24962311,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
65057,Monash Health Community Dandenong,Other,Dandenong,VIC,-37.9894678,145.2132628,OPEN: Mon-Fri 8:15am-5pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65058,Monash Health - Cranbourne Integrated Care Centre,Other,Cranbourne,VIC,-38.1132043,145.281129,OPEN: Mon-Fri 8am-5pm,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
65059,Dendy Village Car Park,Car park,Brighton,VIC,-37.919229,145.006196,OPEN: Daylight hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65060,Monash Health Pakenham Health Centre,Other,Pakenham,VIC,-38.072828,145.4711817,OPEN: Mon-Fri 8am-5pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65061,Rockhampton Botanic Gardens,Park or reserve,The Range,QLD,-23.40152,150.4912146,OPEN: 6am-6pm,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65062,Littler-Cum-Ingham Park,Park or reserve,Rockhampton City,QLD,-23.3835675,150.5189543,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65063,Brighton Beach Train Station,Train station,Brighton,VIC,-37.92629612,144.98904878,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65064,Lochaber Hall,Community building,Lochaber,SA,-36.83320355,140.53284416,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65066,Myall Shores Resort,Food outlet,Bombah Point,NSW,-32.50557529,152.3038675,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65067,Mungo Brush Campground,Camping ground,Mungo Brush,NSW,-32.5429413,152.3076981,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65068,White Tree Bay Campground,Camping ground,Bombah Point,NSW,-32.51924881,152.32542031,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65069,The Wells Campground,Camping ground,Mungo Brush,NSW,-32.5255291,152.3228125,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65070,McKenzie Park,Sporting facility,North Lismore,NSW,-28.80004448,153.27723302,OPEN: Daylight hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65071,Sam Trimble Oval,Sporting facility,Bexhill,NSW,-28.76853296,153.34478753,OPEN: Daylight hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65072,Lismore Lake,Rest area,Loftville,NSW,-28.83462388,153.2649343,Currently closed,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65073,Carrum Downs Reserve Playground PT,Park or reserve,Carrum Downs,VIC,-38.08531749,145.18466677,OPEN: Variable hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65074,Overport Park Playground,Park or reserve,Frankston South,VIC,-38.18141495,145.12276749,OPEN: 24 hours,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65075,Monash Children's Hospital,Other,Clayton,VIC,-37.9204136,145.1230491,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
65076,Waterways,Park or reserve,Waterways,VIC,-38.01363143,145.130064,OPEN: Daylight hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65077,Bindi Yadubay,Community building,Parkhurst,QLD,-23.31875128,150.51421879,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
65078,Simmie Street,Park or reserve,Sunshine West,VIC,-37.79077486,144.81622961,OPEN: 7am-7pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65079,Dandenong Hospital,Other,Dandenong,VIC,-37.9767712,145.219477,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65081,Sickle Park,Park or reserve,Hope Island,QLD,-27.87152226,153.36519167,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65083,Casey Hospital,Other,Berwick,VIC,-38.0450018,145.3475726,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
65084,Lynwood Golf Club,Sporting facility,Pitt Town,NSW,-33.60244952,150.85753585,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65085,Cliftleigh Meadows Park,Park or reserve,Cliftleigh,NSW,-32.78545725,151.51657814,OPEN: Daylight hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65086,Lakeside Leisure Centre,Swimming pool,Greenway,ACT,-35.41139096,149.06308009,OPEN: Venue hours,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
65087,Natte Yallock Oval,Sporting facility,Natte Yallock,VIC,-36.93855627,143.46965162,OPEN: 24 hours,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65088,Frankston Sharks BMX Club,Sporting facility,Seaford,VIC,-38.09272848,145.14639851,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65089,Lloyd Park Senior Pavilion,Sporting facility,Langwarrin,VIC,-38.14894308,145.1885294,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65092,Kumarina Roadhouse,Other,Kumarina,WA,-24.710751,119.607723,OPEN: 5:30am-9pm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65094,Carine Regional Open Space,Park or reserve,Carine,WA,-31.84729311,115.7880166,OPEN: 6am-8pm,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65095,Monash Health Community Springvale,Other,Springvale,VIC,-37.9529789,145.1510185,OPEN: Mon-Fri 8am-5pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65096,Bannister Road,Park or reserve,Boddington,WA,-32.8000214,116.4754396,Opening hours unknown,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65099,Verge Cafe,Food outlet,Woodridge,WA,-31.3376552,115.5984994,OPEN: Variable hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65100,Alveston Drive,Park or reserve,Deloraine,TAS,-41.52722805,146.66493259,OPEN: Variable hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65101,Terminal 1 International Arrivals,Airport,Perth Airport,WA,-31.94080319,115.97564937,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65102,Terminal 1 International Arrivals Near Baggage Reclaim,Airport,Perth Airport,WA,-31.94114967,115.97472132,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65103,Terminal 1 International Level 1 - Near Gates 50 & 51,Airport,Perth Airport,WA,-31.94138638,115.97316296,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
65104,Terminal 1 International Level 1 Near InMotion,Airport,Perth Airport,WA,-31.94113146,115.97371281,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65105,Terminal 1 International Level 1 Near Hungry Jacks,Airport,Perth Airport,WA,-31.94083101,115.97424925,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65106,Terminal 1 International Level 1 Arrivals Near JB Hi-Fi,Airport,Perth Airport,WA,-31.94067169,115.97499491,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65109,St Kilda Pier,Jetty,St Kilda,VIC,-37.86479461,144.9656084,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65110,Eer Park,Other,Tambo,QLD,-24.8828122,146.25364009,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65111,Eric Bell Football Pavilion,Sporting facility,Frankston North,VIC,-38.12414456,145.14689965,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65112,Corinella Caravan Park,Other,Corinella,VIC,-38.40857897,145.4223185,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65113,Thornlie Library,Community building,Thornlie,WA,-32.05521012,115.9652811,"OPEN: Mon,Wed-Thu 9am-6pm, Sat 10am-2pm, Tue 9am-7pm, Fri 9am-5pm",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65117,Monash Health Community Doveton,Other,Doveton,VIC,-37.9921527,145.2387886,OPEN: Mon-Fri 8:30am-4:30pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65118,Monash Health - Berwick Community Health,Other,Berwick,VIC,-38.0254224,145.3253743,OPEN: Mon-Fri 8:45am-5pm,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65119,Monash Medical Centre,Other,Clayton,VIC,-37.9204136,145.1230491,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65120,Chapman Gardens,Park or reserve,Kingswood,NSW,-33.76348525,150.72616194,OPEN: Variable hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
65121,Greenacres Reserve,Park or reserve,Greenacres,SA,-34.86828562,138.62346971,OPEN: Variable hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65122,Cardwell Sports Reserve,Park or reserve,Cardwell,QLD,-18.26907952,146.02255086,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65123,Easts Leisure & Golf,Other,East Maitland,NSW,-32.74998074,151.60163196,OPEN: Venue hours,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65124,Gumpatchy Creek Rest Stop,Rest area,Eromanga,QLD,-27.10132583,142.847197,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65125,Winder Street Park,Park or reserve,Watson,ACT,-35.23929536,149.15187499,OPEN: Daylight hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65126,Butterscotch Park,Park or reserve,Rosebery,NSW,-33.91420636,151.20650537,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65127,Wallace's Landing,Camping ground,Inkerman,QLD,-19.73588652,147.55533502,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65128,Macleay Island Ferry Terminal,Jetty,Macleay Island,QLD,-27.63140595,153.36525238,OPEN: 4am-10pm,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65130,Thomas Street Car Park,Car park,Hampton,VIC,-37.93840871,145.002892,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65131,Vibe Service Station,Service station,Osborne Park,WA,-31.9063205,115.8139399,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65132,BP Huntingdale,Service station,Huntingdale,WA,-32.07154545,115.96660562,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65134,Oats Street Station,Train station,East Victoria Park,WA,-31.98772447,115.91629445,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
65135,Thornlie Train Station,Train station,Thornlie,WA,-32.04722356,115.95232735,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65136,Nicholson Road Station,Train station,Canning Vale,WA,-32.06187923,115.93432025,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65137,Ranford Road Station,Train station,Canning Vale,WA,-32.0755049,115.89604689,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65138,Cockburn Central Station,Train station,Cockburn Central,WA,-32.12526771,115.85832281,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65139,Townly Boulevard Park,Park or reserve,Werribee,VIC,-37.91429259,144.60542479,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65140,Harpley Town Centre,Shopping centre,Werribee,VIC,-37.91176763,144.61443498,"OPEN: Fri 9am-5:30pm, Sun 10am-4pm, Sat 9am-5pm, Thu 9am-9pm, Mon-Wed 9am-5:30pm",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65141,Greenvale Shopping Centre,Shopping centre,Greenvale,VIC,-37.6393515,144.88233689,"OPEN: Mon-Fri 9am-6pm, Sat-Sun 9am-5pm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65144,Austin Hospital,Other,Heidelberg,VIC,-37.7562696,145.0586279,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65145,Terminal 1 International Level 2 - Near Gates 54,Airport,Perth Airport,WA,-31.94056826,115.9748549,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
65146,Terminal 1 Domestic - Ground Floor - Arrivals Hall,Airport,Perth Airport,WA,-31.94231481,115.97262867,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65147,Terminal 1 Domestic - Level 1 - Security Screening Area,Airport,Perth Airport,WA,-31.9418687,115.974238,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65148,Terminal 1 Domestic - Level 1 - Near Gate 50,Airport,Perth Airport,WA,-31.94108572,115.97134121,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65149,Terminal 1 Domestic - Level 1 - Near Gate 49,Airport,Perth Airport,WA,-31.94094005,115.97067602,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65150,Beechboro Central Shopping Centre,Shopping centre,Morley,WA,-31.87673671,115.92589911,"OPEN: Sun 11am-5pm, Mon-Fri 8am-9pm, Sat 8am-5pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65152,Wodonga Plaza,Shopping centre,Wodonga,VIC,-36.13778179,146.91447929,OPEN: 9am-5pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65153,Burk Malaga,Service station,Malaga,WA,-31.85588,115.89153,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65155,Boya Library,Community building,Helena Valley,WA,-31.91816881,116.04807577,OPEN: Variable hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65157,Nana Glen General Store,Service station,Nana Glen,NSW,-30.1380342,153.0071669,"OPEN: Sat-Sun 7am-7pm, Mon-Fri 6am-7pm",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65158,Croydon Health Centre,Community building,Croydon,NSW,-33.8866961,151.1109998,OPEN: Mon-Fri 8am-5pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65159,Sandfield  Reserve,Park or reserve,Carrum Downs,VIC,-38.1065962,145.18948528,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65160,Terminal 2 Domestic - Near Baggage Reclaim,Airport,Perth Airport,WA,-31.94418117,115.97226389,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65161,Terminal 2 Domestic Departures - Near Relay,Airport,Perth Airport,WA,-31.94480024,115.97157724,OPEN: 24 hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65162,Summit Aquatic & Leisure Centre,Swimming pool,Mount Barker,SA,-35.0732645,138.8861017,"OPEN: Mon-Fri 6am-8pm, Sat 7am-6pm, Sun 9am-6pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65163,Terminal 2 Domestic Departures - Near Subway,Airport,Perth Airport,WA,-31.94407192,115.97179182000001,OPEN: 24 hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
65164,Catherine Park,Community building,Scotland Island,NSW,-33.63754764,151.29185078,OPEN: 7am-6pm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65165,BP Service Centre Dump Point,Service station,Nuriootpa,SA,-34.4601324,138.98775419,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
65166,OTR Shell Service Station Dump Point,Service station,Port Augusta,SA,-32.5114212,137.802407,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
65168,Melbourne Convention & Exhibition Centre,Other,South Wharf,VIC,-37.8253797,144.9523539,OPEN: Venue hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65169,Aqua Energy,Swimming pool,Sale,VIC,-38.1116267,147.078861,"OPEN: Sat-Sun 8am-6pm, Mon-Fri 6am-9pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
65170,State Basketball Centre,Sporting facility,Wantirna South,VIC,-37.8783734,145.2090209,OPEN: Mon-Fri 7am-6pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
65171,State Sports Centre - MSAC,Sporting facility,Albert Park,VIC,-37.8433729,144.9613557,"OPEN: Sun 7am-8pm, Sat 5:30am-8pm, Mon-Fri 5:30am-10pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65172,Blacktown Disability Sports Centre,Sporting facility,Rooty Hill,NSW,-33.77115677,150.8508957,OPEN: Mon-Fri 5pm-9pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65173,State Netball and Hockey Centre,Sporting facility,Parkville,VIC,-37.7857718,144.9478148,OPEN: Venue hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65174,Adelaide Oval,Sporting facility,North Adelaide,SA,-34.91550472,138.59749368,OPEN: Venue hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65175,The Home of the Matildas & Victorian State Football Centre,Sporting facility,Bundoora,VIC,-37.72400114,145.03881786,"OPEN: Mon-Fri 9am-9pm, Sat-Sun 9am-6pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65176,Armadale Fitness and Aquatic Centre,Sporting facility,Seville Grove,WA,-32.1332459,116.0029443,"OPEN: Sat-Sun 7am-6pm, Mon-Fri 5:30am-8:30pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65177,Ray Abood Village Green,Park or reserve,Cambewarra Village,NSW,-34.8257645,150.556085,OPEN: 24 hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65178,Mullum Mullum Trail - Park Road,Park or reserve,Donvale,VIC,-37.78766134,145.19883386,OPEN: 6am-11pm,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65179,Albion Park Rail Shopping Centre,Shopping centre,Albion Park Rail,NSW,-34.57383805,150.81377393,OPEN: Venue hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65182,Garbutt Central,Shopping centre,Garbutt,QLD,-19.266043,146.782333,OPEN: 6am-10pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65184,Gunning Dump Point,Other,Gunning,NSW,-34.7811195,149.26894092,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
65188,Ballajura Central,Shopping centre,Ballajura,WA,-31.8464755,115.9068846,"OPEN: Sat 8am-5pm, Sun 11am-5pm, Mon-Fri 8am-9pm",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65189,Heathfield Oval,Park or reserve,Heathfield,SA,-35.02270065,138.71415608,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65190,Hobart Brewing Co,Food outlet,Hobart,TAS,-42.880964,147.3377425,OPEN: Venue hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65191,Red Banks Campground,Camping ground,Baldina,SA,-33.6698833,139.101855,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65195,Scott Creek Oval,Park or reserve,Scott Creek,SA,-35.0504262,138.7090075,OPEN: Variable hours,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65196,d'Albora Marina Nelson Bay,Community building,Nelson Bay,NSW,-32.7197667,152.1446427,OPEN: Variable hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65200,Riverside Park Business Centre,Shopping centre,West Gosford,NSW,-33.42578445,151.32093389,Opening hours unknown,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
